EmployeeNumber,Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
29372,35,No,Travel_Rarely,Human Resources,27,2,Human Resources,3,Male,3,2,Laboratory Technician,2,Married,76548,2,Yes,25,3,4,1,22,6,3,0,2,9,10
29373,40,No,Travel_Rarely,Research & Development,6,1,Marketing,1,Female,4,1,Laboratory Technician,2,Married,59767,9,No,17,3,3,2,37,5,3,17,6,5,14
29374,58,No,Travel_Rarely,Human Resources,18,4,Other,3,Male,2,1,Manager,1,Divorced,119111,7,No,23,3,1,3,23,5,2,25,5,5,6
29375,46,No,Non-Travel,Human Resources,6,2,Technical Degree,4,Female,4,4,Manager,1,Divorced,177411,0,No,18,3,3,3,33,2,3,3,11,11,13
29376,58,No,Travel_Frequently,Sales,19,5,Life Sciences,4,Male,2,3,Sales Executive,4,Single,228597,8,No,12,3,1,2,34,2,4,28,3,5,3
29377,53,No,Travel_Frequently,Research & Development,9,3,Other,1,Male,2,2,Manager,4,Single,32627,3,No,11,3,2,0,10,5,2,27,10,3,17
29378,22,No,Travel_Frequently,Sales,21,5,Life Sciences,4,Male,4,4,Human Resources,4,Married,194136,1,No,18,3,4,2,34,4,2,26,1,14,5
29379,56,No,Non-Travel,Human Resources,15,2,Marketing,1,Female,1,3,Human Resources,1,Married,101587,6,No,13,3,3,3,20,6,4,2,10,0,3
29380,43,No,Non-Travel,Sales,5,5,Other,1,Female,1,4,Manager,2,Divorced,147038,8,No,20,3,1,1,8,1,3,9,10,9,17
29381,56,No,Travel_Rarely,Human Resources,28,3,Technical Degree,3,Female,1,3,Healthcare Representative,2,Single,194211,5,No,24,3,1,0,26,6,4,27,18,5,10
29382,28,Yes,Travel_Frequently,Research & Development,20,5,Human Resources,4,Male,2,5,Human Resources,3,Single,104383,4,No,12,3,1,3,0,3,2,21,8,8,1
29383,59,No,Travel_Frequently,Sales,12,2,Human Resources,1,Male,4,5,Healthcare Representative,4,Single,138359,9,No,24,3,4,1,19,4,4,22,3,0,14
29384,28,No,Travel_Rarely,Sales,30,2,Human Resources,1,Female,1,5,Research Scientist,1,Married,99955,7,No,20,4,3,3,37,4,3,8,1,14,13
29385,35,No,Travel_Frequently,Research & Development,23,4,Medical,3,Female,3,2,Manager,2,Divorced,213057,9,No,19,4,4,1,12,1,1,26,9,4,9
29386,29,No,Non-Travel,Research & Development,12,1,Human Resources,1,Male,4,5,Manufacturing Director,4,Single,127646,3,Yes,25,3,1,3,38,1,2,16,17,9,12
29387,33,No,Travel_Frequently,Sales,11,2,Other,4,Male,4,2,Human Resources,1,Divorced,29270,5,No,11,3,3,2,25,1,3,8,4,15,6
29388,44,No,Travel_Rarely,Human Resources,14,4,Technical Degree,2,Female,1,5,Manufacturing Director,1,Divorced,126419,5,Yes,20,4,3,3,3,0,2,30,18,9,17
29389,53,No,Travel_Rarely,Research & Development,25,4,Life Sciences,4,Female,4,2,Manufacturing Director,1,Single,133023,0,Yes,24,4,2,1,10,5,3,1,13,15,10
29390,34,No,Travel_Rarely,Research & Development,4,4,Life Sciences,1,Female,1,2,Human Resources,1,Divorced,153012,3,No,15,3,2,2,32,6,3,35,10,10,11
29391,38,No,Travel_Rarely,Research & Development,15,2,Marketing,3,Female,2,4,Research Scientist,2,Divorced,211300,1,No,25,3,2,1,16,6,1,30,12,4,15
29392,54,No,Travel_Rarely,Research & Development,8,1,Technical Degree,4,Male,2,4,Laboratory Technician,1,Single,212006,9,Yes,19,3,1,0,14,6,2,33,8,12,16
29393,48,No,Travel_Frequently,Human Resources,6,3,Technical Degree,4,Male,2,5,Manufacturing Director,2,Single,76474,7,No,20,3,4,3,8,4,2,36,14,12,16
29394,52,No,Non-Travel,Sales,30,4,Medical,3,Male,2,2,Manufacturing Director,3,Divorced,82816,9,Yes,24,3,1,0,26,5,1,14,5,1,0
29395,44,No,Travel_Frequently,Human Resources,24,4,Human Resources,4,Female,2,5,Sales Executive,3,Single,225144,5,No,13,3,1,0,9,4,2,27,14,9,16
29396,40,Yes,Travel_Frequently,Human Resources,26,1,Other,4,Male,1,3,Manager,1,Single,55452,1,Yes,23,3,3,0,21,0,3,25,12,12,6
29397,49,No,Travel_Rarely,Research & Development,7,5,Human Resources,4,Female,4,5,Sales Executive,1,Single,59549,7,No,12,3,2,1,0,4,2,23,11,10,17
29398,34,No,Non-Travel,Human Resources,28,5,Human Resources,1,Female,1,3,Laboratory Technician,4,Single,153770,7,Yes,13,3,1,1,8,0,2,5,10,10,6
29399,28,No,Travel_Frequently,Human Resources,22,5,Other,2,Female,2,3,Manager,1,Single,77839,5,Yes,25,3,4,1,14,4,2,1,14,4,7
29400,18,Yes,Travel_Rarely,Sales,8,3,Medical,2,Female,3,1,Manufacturing Director,4,Single,240991,3,Yes,10,3,4,3,16,4,4,6,1,11,7
29401,45,No,Non-Travel,Research & Development,7,2,Medical,4,Male,1,3,Manager,1,Single,73174,2,Yes,13,4,4,1,40,2,1,27,4,6,4
29402,35,No,Non-Travel,Sales,3,2,Other,1,Female,2,2,Manufacturing Director,1,Divorced,24903,8,Yes,16,3,2,2,14,4,3,39,14,7,15
29403,58,No,Travel_Frequently,Sales,27,1,Marketing,4,Female,4,5,Healthcare Representative,3,Divorced,132977,7,No,13,3,3,0,7,5,3,17,1,12,8
29404,37,No,Non-Travel,Sales,18,1,Human Resources,1,Female,4,1,Manager,1,Divorced,194205,5,Yes,14,3,3,0,8,0,2,20,14,7,17
29405,24,No,Travel_Frequently,Human Resources,19,4,Life Sciences,3,Male,4,1,Manager,1,Divorced,124617,6,No,13,3,3,2,35,6,3,30,11,11,5
29406,54,No,Travel_Frequently,Research & Development,19,2,Medical,4,Male,2,5,Sales Executive,3,Single,211998,5,Yes,19,3,3,1,33,5,3,22,1,9,11
29407,33,Yes,Travel_Rarely,Human Resources,11,5,Medical,3,Male,1,4,Manager,2,Married,78734,9,Yes,24,3,3,0,3,2,1,34,8,6,9
29408,56,No,Travel_Rarely,Sales,28,4,Life Sciences,2,Male,2,5,Manager,1,Divorced,80300,9,Yes,24,3,4,0,3,2,2,15,2,15,2
29409,40,No,Non-Travel,Sales,29,3,Life Sciences,1,Male,2,3,Research Scientist,4,Single,126186,5,No,13,3,1,0,11,0,1,5,7,5,8
29410,49,No,Travel_Frequently,Human Resources,13,2,Marketing,2,Female,2,1,Laboratory Technician,4,Single,155657,1,No,14,4,3,0,1,1,3,8,0,10,14
29411,34,No,Non-Travel,Research & Development,18,1,Medical,4,Female,4,5,Research Scientist,1,Married,219928,6,Yes,11,3,3,0,32,1,1,18,11,12,11
29412,36,Yes,Travel_Rarely,Sales,23,4,Technical Degree,4,Male,2,4,Manager,3,Married,46297,3,No,22,4,4,1,39,4,1,1,3,14,12
29413,59,No,Non-Travel,Human Resources,27,5,Medical,4,Female,1,1,Healthcare Representative,1,Divorced,172864,8,No,15,3,2,3,21,0,2,6,18,14,6
29414,51,No,Non-Travel,Sales,20,1,Technical Degree,3,Female,4,2,Human Resources,4,Married,213086,3,No,24,3,1,1,40,0,2,19,10,0,5
29415,31,No,Travel_Rarely,Research & Development,30,4,Technical Degree,2,Female,3,1,Laboratory Technician,3,Married,146211,5,No,17,3,2,3,15,4,1,31,6,0,3
29416,20,No,Travel_Rarely,Research & Development,27,4,Technical Degree,4,Female,1,2,Sales Executive,2,Divorced,119410,5,Yes,23,3,2,1,14,5,2,12,16,5,8
29417,56,Yes,Non-Travel,Human Resources,22,5,Other,4,Male,4,2,Laboratory Technician,3,Married,175738,2,No,12,3,4,1,22,5,1,6,0,4,15
29418,42,No,Travel_Frequently,Human Resources,6,1,Human Resources,1,Female,4,1,Healthcare Representative,1,Married,37816,2,No,19,3,3,2,23,3,3,3,15,9,9
29419,28,No,Travel_Frequently,Sales,8,4,Life Sciences,1,Female,3,2,Laboratory Technician,4,Single,100757,4,Yes,10,3,1,3,18,3,4,27,17,7,14
29420,32,No,Non-Travel,Research & Development,1,5,Other,2,Female,4,1,Manufacturing Director,2,Married,154028,0,Yes,13,3,1,3,0,5,4,19,12,9,3
29421,36,Yes,Non-Travel,Human Resources,27,4,Medical,4,Male,3,5,Laboratory Technician,4,Married,222030,3,Yes,21,3,1,1,2,2,3,13,11,14,1
29422,60,No,Travel_Rarely,Sales,3,2,Other,1,Female,2,3,Manager,1,Married,82063,1,No,22,3,1,2,17,6,2,29,17,8,17
29423,32,No,Travel_Frequently,Human Resources,6,3,Marketing,2,Female,4,1,Human Resources,3,Single,47986,0,No,14,3,1,3,0,2,2,38,12,9,4
29424,32,Yes,Travel_Frequently,Research & Development,5,3,Marketing,1,Female,4,3,Research Scientist,3,Married,64493,6,No,17,3,1,0,1,4,4,40,1,12,6
29425,55,Yes,Non-Travel,Research & Development,18,1,Medical,2,Female,2,5,Manager,1,Divorced,225800,1,No,15,3,2,1,5,0,3,14,2,3,0
29426,32,No,Travel_Rarely,Human Resources,17,4,Life Sciences,2,Female,3,3,Human Resources,2,Married,201439,0,No,13,3,1,3,3,3,4,27,0,6,0
29427,26,Yes,Travel_Frequently,Sales,8,5,Life Sciences,3,Female,2,1,Healthcare Representative,3,Divorced,154109,6,Yes,23,3,3,0,13,1,2,15,0,2,14
29428,22,No,Travel_Rarely,Human Resources,30,1,Marketing,4,Female,2,1,Manufacturing Director,2,Single,31399,4,No,16,4,4,2,7,4,4,19,16,10,3
29429,36,No,Travel_Rarely,Sales,11,3,Human Resources,1,Male,4,3,Research Scientist,2,Single,203647,7,No,12,3,3,3,0,1,4,4,10,8,0
29430,41,No,Non-Travel,Human Resources,20,5,Life Sciences,1,Male,3,5,Healthcare Representative,4,Divorced,150884,8,No,23,3,1,3,20,4,2,25,15,13,10
29431,46,No,Non-Travel,Research & Development,26,4,Human Resources,2,Female,4,3,Manufacturing Director,1,Divorced,69916,0,No,12,3,3,1,12,0,1,32,16,9,17
29432,22,No,Travel_Frequently,Research & Development,4,5,Technical Degree,1,Male,4,3,Sales Executive,1,Divorced,109252,9,No,19,3,2,3,25,4,1,17,4,7,13
29433,39,No,Travel_Rarely,Human Resources,2,4,Medical,2,Male,3,2,Healthcare Representative,3,Divorced,64429,6,Yes,20,3,4,3,6,4,2,12,12,9,1
29434,30,No,Travel_Frequently,Human Resources,19,2,Other,4,Female,4,1,Healthcare Representative,3,Single,178840,7,No,24,4,3,2,1,1,3,37,15,13,17
29435,46,No,Non-Travel,Human Resources,5,5,Medical,4,Male,1,5,Manufacturing Director,2,Married,234075,2,No,15,3,1,0,32,1,1,12,11,0,5
29436,33,No,Travel_Rarely,Human Resources,24,2,Technical Degree,2,Male,1,1,Manufacturing Director,1,Married,87821,2,Yes,23,3,4,3,1,1,3,6,10,15,13
29437,53,No,Travel_Frequently,Research & Development,21,2,Technical Degree,2,Female,1,5,Human Resources,1,Divorced,109075,5,Yes,11,3,1,1,14,0,1,27,2,10,6
29438,34,No,Travel_Rarely,Sales,25,3,Human Resources,3,Male,3,1,Manufacturing Director,4,Married,50257,5,No,17,3,3,1,5,6,1,17,15,2,13
29439,37,No,Travel_Frequently,Sales,25,4,Medical,4,Female,4,2,Manufacturing Director,1,Single,204136,4,No,24,3,3,3,28,2,1,22,11,11,4
29440,31,No,Travel_Frequently,Sales,15,2,Marketing,1,Female,2,3,Manufacturing Director,4,Single,209158,8,No,13,3,1,0,32,1,3,31,16,5,16
29441,23,No,Travel_Rarely,Human Resources,17,5,Technical Degree,2,Female,2,5,Research Scientist,2,Single,240541,5,No,13,4,3,3,0,4,1,18,18,8,4
29442,39,No,Travel_Rarely,Human Resources,6,1,Life Sciences,1,Female,2,2,Manufacturing Director,4,Single,56646,0,No,11,3,3,3,37,4,4,38,12,2,8
29443,57,No,Travel_Rarely,Sales,7,2,Human Resources,4,Male,4,1,Manufacturing Director,4,Single,244868,4,Yes,10,3,1,3,0,5,3,10,12,7,15
29444,26,No,Non-Travel,Research & Development,25,2,Human Resources,2,Male,1,1,Sales Executive,1,Single,102907,3,No,18,3,3,1,12,6,3,32,6,13,6
29445,49,No,Travel_Frequently,Research & Development,15,1,Technical Degree,2,Male,4,1,Research Scientist,3,Single,83586,2,No,17,4,4,3,37,6,4,16,11,4,17
29446,41,No,Travel_Frequently,Human Resources,17,2,Marketing,4,Female,4,4,Research Scientist,3,Married,170419,4,No,20,4,1,2,6,3,3,25,8,13,11
29447,50,No,Travel_Rarely,Sales,20,3,Human Resources,3,Male,1,1,Manager,4,Married,21726,2,No,21,3,3,1,11,3,3,34,14,6,0
29448,30,No,Non-Travel,Sales,22,4,Medical,3,Female,2,3,Manufacturing Director,3,Married,219439,9,Yes,18,4,1,2,10,0,2,17,18,15,9
29449,52,No,Non-Travel,Sales,13,3,Other,4,Male,4,5,Research Scientist,1,Married,226710,9,No,24,3,1,3,15,5,4,6,17,6,10
29450,23,No,Travel_Frequently,Human Resources,14,2,Marketing,3,Female,2,3,Healthcare Representative,1,Divorced,25898,2,Yes,22,4,2,0,37,6,4,24,5,13,10
29451,57,No,Travel_Frequently,Human Resources,21,2,Life Sciences,3,Female,1,2,Manager,4,Single,136578,3,No,21,3,2,1,23,5,4,21,8,2,4
29452,47,No,Travel_Frequently,Sales,18,4,Life Sciences,2,Male,4,4,Manager,4,Single,57261,7,No,16,3,1,0,7,5,3,4,12,4,6
29453,55,No,Travel_Frequently,Human Resources,6,3,Human Resources,1,Male,3,3,Research Scientist,2,Married,95508,3,No,10,3,3,1,5,4,1,2,6,15,0
29454,33,No,Travel_Frequently,Sales,5,5,Life Sciences,4,Male,2,3,Manager,1,Married,37404,3,Yes,16,3,2,2,28,1,1,9,2,6,3
29455,18,No,Non-Travel,Human Resources,8,1,Technical Degree,1,Male,2,2,Manufacturing Director,2,Divorced,246328,0,No,17,3,3,2,15,6,2,15,16,6,14
29456,59,No,Travel_Frequently,Sales,6,2,Human Resources,4,Male,1,5,Manufacturing Director,1,Married,71631,4,No,22,3,4,0,4,1,2,9,4,2,17
29457,35,No,Travel_Rarely,Sales,14,2,Other,3,Male,1,4,Manager,4,Single,205039,9,No,18,3,4,3,22,4,3,40,4,2,7
29458,39,No,Travel_Rarely,Human Resources,23,3,Life Sciences,1,Female,3,3,Research Scientist,3,Single,104946,9,No,17,3,4,2,9,6,4,28,4,13,13
29459,43,No,Travel_Frequently,Sales,20,5,Life Sciences,3,Female,2,2,Laboratory Technician,3,Married,200464,0,No,20,3,2,1,18,0,2,9,2,6,17
29460,31,No,Travel_Rarely,Sales,29,5,Other,1,Male,2,1,Manufacturing Director,4,Divorced,110499,7,Yes,14,3,1,1,25,0,1,26,7,5,12
29461,54,No,Travel_Frequently,Human Resources,19,5,Life Sciences,1,Male,4,5,Human Resources,2,Married,169793,9,No,21,4,3,1,37,6,1,28,17,13,5
29462,31,No,Non-Travel,Sales,5,5,Marketing,3,Female,1,2,Healthcare Representative,1,Married,104045,5,No,24,3,2,3,10,4,3,12,0,3,5
29463,43,No,Non-Travel,Research & Development,8,1,Life Sciences,3,Male,2,5,Manufacturing Director,2,Divorced,234137,7,Yes,16,3,3,3,18,1,1,21,1,7,15
29464,53,Yes,Travel_Frequently,Sales,11,4,Human Resources,4,Male,2,5,Manufacturing Director,1,Single,198398,3,No,21,3,2,1,22,5,2,35,4,0,9
29465,40,Yes,Non-Travel,Sales,29,2,Marketing,4,Female,3,5,Manufacturing Director,2,Divorced,89334,2,Yes,25,3,1,0,27,1,1,32,4,1,12
29466,19,Yes,Non-Travel,Sales,22,4,Life Sciences,1,Female,2,2,Research Scientist,1,Married,158378,4,No,19,3,1,0,5,2,1,26,14,14,11
29467,56,No,Non-Travel,Human Resources,16,3,Medical,2,Male,1,5,Manager,2,Divorced,242942,9,No,14,3,2,3,12,3,1,32,10,3,13
29468,24,Yes,Travel_Frequently,Human Resources,4,2,Medical,2,Female,3,4,Manager,4,Married,160407,5,No,22,3,3,2,0,3,4,36,2,7,15
29469,56,No,Non-Travel,Sales,14,1,Medical,3,Female,2,4,Research Scientist,2,Married,145612,4,No,19,4,2,1,14,3,3,34,9,13,6
29470,39,No,Travel_Frequently,Sales,21,4,Marketing,3,Female,2,4,Sales Executive,4,Divorced,147418,4,No,11,3,2,3,32,4,3,8,3,0,2
29471,45,No,Travel_Frequently,Human Resources,28,5,Medical,3,Male,1,3,Manufacturing Director,4,Married,238978,4,Yes,11,3,4,0,34,1,1,24,7,4,7
29472,55,No,Travel_Frequently,Research & Development,2,1,Medical,3,Female,3,2,Research Scientist,1,Single,181516,2,Yes,13,3,3,0,36,5,1,39,17,2,11
29473,37,No,Travel_Frequently,Human Resources,16,3,Technical Degree,2,Female,2,4,Healthcare Representative,4,Single,24289,5,No,12,3,1,2,5,6,2,27,11,11,0
29474,35,No,Travel_Frequently,Human Resources,4,4,Other,1,Female,2,2,Research Scientist,3,Married,18106,2,No,11,3,4,1,3,1,4,16,9,2,14
29475,41,Yes,Travel_Frequently,Human Resources,14,1,Technical Degree,2,Male,2,5,Research Scientist,4,Married,179338,0,No,25,3,2,1,30,3,3,1,6,13,2
29476,50,Yes,Travel_Frequently,Research & Development,19,3,Marketing,3,Male,2,2,Healthcare Representative,3,Divorced,24115,5,No,18,3,2,2,37,2,2,39,12,2,10
29477,43,No,Travel_Frequently,Research & Development,8,2,Human Resources,2,Female,4,1,Manufacturing Director,2,Single,60846,5,No,25,4,2,0,3,5,1,4,12,5,1
29478,36,No,Non-Travel,Human Resources,20,4,Human Resources,4,Female,4,5,Laboratory Technician,3,Single,210430,9,No,12,3,2,3,5,6,3,39,13,13,11
29479,59,No,Travel_Frequently,Research & Development,26,2,Marketing,2,Female,3,5,Research Scientist,3,Single,149130,7,No,16,3,2,3,1,1,2,8,3,3,15
29480,30,No,Non-Travel,Sales,26,4,Other,2,Male,3,4,Human Resources,1,Divorced,203347,6,Yes,23,3,3,1,40,1,2,2,14,2,9
29481,27,No,Travel_Frequently,Research & Development,24,2,Other,1,Male,3,1,Sales Executive,1,Married,194748,2,Yes,14,3,3,1,12,1,2,2,17,5,4
29482,31,Yes,Travel_Frequently,Human Resources,25,2,Life Sciences,1,Male,3,4,Research Scientist,1,Divorced,79698,3,Yes,22,3,4,3,19,0,3,20,3,6,14
29483,26,No,Travel_Frequently,Human Resources,9,4,Other,3,Female,4,5,Manufacturing Director,2,Divorced,239209,7,Yes,15,3,1,3,5,6,4,5,0,10,6
29484,28,Yes,Non-Travel,Human Resources,28,3,Life Sciences,4,Female,4,4,Manager,3,Married,194069,1,No,20,3,1,2,27,3,3,2,11,11,1
29485,20,No,Travel_Frequently,Research & Development,4,1,Human Resources,3,Female,3,4,Sales Executive,2,Divorced,194351,9,Yes,17,3,1,1,14,3,1,10,2,1,3
29486,57,Yes,Travel_Rarely,Sales,9,1,Life Sciences,4,Male,1,5,Manufacturing Director,1,Married,150251,8,No,21,3,3,2,40,5,3,4,3,1,12
29487,29,Yes,Travel_Frequently,Sales,26,4,Technical Degree,1,Female,4,1,Manager,2,Divorced,120434,8,No,25,3,1,1,30,3,1,17,8,14,0
29488,52,No,Travel_Rarely,Human Resources,19,4,Life Sciences,1,Female,3,5,Laboratory Technician,1,Divorced,154603,3,No,24,4,3,1,17,2,3,11,10,13,5
29489,56,No,Travel_Rarely,Sales,4,5,Technical Degree,2,Male,2,4,Research Scientist,1,Married,214148,3,Yes,15,4,3,1,34,3,4,33,6,0,15
29490,56,No,Non-Travel,Sales,9,2,Human Resources,3,Female,2,2,Laboratory Technician,1,Single,39409,9,No,19,3,3,1,37,0,2,29,10,11,10
29491,49,No,Non-Travel,Sales,15,5,Human Resources,4,Male,3,5,Manager,1,Married,91378,7,No,11,3,2,1,35,4,2,40,0,1,6
29492,56,No,Travel_Rarely,Research & Development,29,4,Life Sciences,4,Male,1,3,Human Resources,3,Divorced,165185,0,Yes,14,3,2,2,21,5,2,9,11,14,15
29493,31,No,Travel_Frequently,Human Resources,8,2,Technical Degree,3,Male,3,5,Manufacturing Director,4,Married,63757,5,Yes,11,4,3,3,22,0,1,4,2,4,1
29494,18,No,Travel_Frequently,Research & Development,3,3,Other,3,Male,3,3,Sales Executive,4,Divorced,144901,6,No,21,3,1,0,10,0,4,14,11,2,16
29495,44,No,Non-Travel,Research & Development,13,2,Medical,1,Male,4,4,Sales Executive,3,Married,96150,2,No,21,3,2,3,22,3,3,8,17,5,13
29496,54,No,Travel_Rarely,Sales,19,5,Technical Degree,3,Male,2,5,Sales Executive,3,Divorced,134851,2,Yes,23,3,2,3,16,3,1,5,6,1,5
29497,60,No,Travel_Frequently,Human Resources,3,4,Life Sciences,1,Female,3,1,Research Scientist,4,Single,207972,3,No,12,3,4,3,28,3,1,24,11,7,0
29498,18,No,Non-Travel,Sales,5,3,Other,1,Male,2,1,Manager,4,Married,226329,0,No,15,3,2,2,16,4,4,20,18,5,16
29499,46,No,Travel_Rarely,Research & Development,8,1,Life Sciences,3,Male,3,3,Manufacturing Director,3,Single,15079,9,No,19,3,1,3,30,6,2,29,12,12,1
29500,41,No,Travel_Rarely,Human Resources,27,2,Medical,3,Female,4,3,Manager,1,Single,170727,3,Yes,10,3,3,2,6,1,3,5,5,6,7
29501,34,No,Travel_Rarely,Research & Development,29,3,Human Resources,2,Male,3,1,Laboratory Technician,3,Divorced,71899,0,No,20,3,2,3,29,6,2,38,2,12,8
29502,52,No,Travel_Rarely,Sales,13,1,Marketing,2,Male,3,4,Laboratory Technician,3,Single,61392,5,No,16,3,3,1,12,3,1,31,10,7,14
29503,48,No,Travel_Rarely,Research & Development,21,3,Marketing,3,Female,3,5,Human Resources,1,Married,235773,3,No,12,3,2,2,6,4,2,13,4,15,12
29504,59,No,Travel_Rarely,Research & Development,2,3,Medical,3,Female,2,2,Healthcare Representative,4,Single,222347,7,Yes,12,3,1,2,32,0,4,33,9,1,2
29505,49,No,Travel_Frequently,Research & Development,4,5,Marketing,2,Male,2,1,Manager,1,Married,165034,4,No,17,3,2,1,3,6,1,30,18,7,16
29506,36,No,Non-Travel,Research & Development,6,4,Medical,3,Female,2,5,Sales Executive,3,Single,176331,9,No,20,3,3,3,12,3,3,22,12,9,14
29507,48,No,Non-Travel,Human Resources,15,2,Other,1,Male,4,1,Healthcare Representative,1,Divorced,115103,8,Yes,25,3,4,2,6,0,2,34,7,13,15
29508,56,No,Non-Travel,Research & Development,17,5,Marketing,3,Female,4,2,Research Scientist,4,Divorced,129260,7,No,14,3,2,2,23,3,4,13,7,0,0
29509,37,No,Travel_Rarely,Research & Development,15,3,Medical,3,Male,1,4,Healthcare Representative,3,Married,78336,8,No,18,3,4,1,10,4,1,12,6,8,4
29510,45,Yes,Travel_Frequently,Research & Development,16,1,Technical Degree,4,Female,3,3,Research Scientist,2,Single,129035,6,No,13,3,3,1,35,5,2,28,15,4,3
29511,20,No,Travel_Frequently,Research & Development,21,4,Other,2,Male,3,2,Healthcare Representative,1,Divorced,245204,4,No,18,3,1,2,3,1,2,7,2,15,15
29512,49,No,Non-Travel,Research & Development,13,1,Other,1,Female,4,1,Healthcare Representative,2,Single,160766,2,No,25,3,3,1,26,6,2,4,6,9,5
29513,39,No,Non-Travel,Sales,8,1,Life Sciences,4,Female,1,4,Healthcare Representative,1,Married,215418,5,No,20,3,1,3,26,6,3,4,1,11,7
29514,59,No,Travel_Rarely,Human Resources,19,5,Life Sciences,1,Female,2,5,Manufacturing Director,3,Married,202313,7,No,23,3,1,1,25,6,4,15,15,14,13
29515,32,No,Travel_Frequently,Research & Development,7,5,Technical Degree,4,Female,1,4,Healthcare Representative,4,Single,98526,5,Yes,15,3,2,2,18,4,2,16,15,1,11
29516,55,No,Travel_Rarely,Human Resources,2,1,Human Resources,1,Male,1,4,Research Scientist,3,Divorced,23324,6,No,18,4,2,2,11,6,1,32,9,10,10
29517,36,No,Travel_Rarely,Sales,22,2,Medical,2,Female,1,1,Sales Executive,3,Single,248069,6,No,21,3,2,0,37,5,4,15,2,13,9
29518,48,No,Travel_Frequently,Human Resources,11,1,Marketing,1,Female,3,2,Human Resources,3,Single,49335,3,No,13,4,3,0,40,0,1,32,16,15,9
29519,43,No,Travel_Frequently,Human Resources,23,5,Human Resources,2,Female,3,3,Laboratory Technician,4,Divorced,245328,6,Yes,13,3,1,0,8,4,1,17,2,4,4
29520,22,No,Travel_Frequently,Sales,13,3,Medical,3,Female,4,2,Laboratory Technician,3,Single,58274,2,Yes,21,3,2,3,25,3,2,25,7,4,17
29521,37,No,Non-Travel,Sales,5,5,Other,1,Male,2,5,Human Resources,4,Single,244502,8,No,13,4,4,3,13,6,2,3,15,15,7
29522,19,No,Travel_Rarely,Human Resources,17,5,Other,2,Male,4,4,Laboratory Technician,4,Single,214205,2,No,18,3,4,0,22,2,2,37,7,12,0
29523,38,No,Travel_Frequently,Research & Development,13,4,Life Sciences,3,Male,2,3,Sales Executive,1,Single,108582,3,Yes,25,3,1,3,7,5,2,37,12,12,15
29524,53,No,Non-Travel,Research & Development,12,4,Other,1,Female,2,3,Laboratory Technician,4,Married,78894,5,Yes,10,4,1,2,18,6,4,21,18,0,8
29525,45,No,Travel_Frequently,Research & Development,27,4,Medical,1,Male,4,5,Sales Executive,2,Married,246760,7,No,18,3,4,2,13,5,1,20,0,4,6
29526,37,No,Travel_Rarely,Human Resources,4,1,Medical,1,Male,1,1,Sales Executive,3,Married,188123,6,No,19,3,4,2,7,0,2,11,5,13,8
29527,54,No,Non-Travel,Sales,9,3,Life Sciences,4,Male,4,2,Sales Executive,1,Single,144859,5,Yes,23,3,3,1,36,3,1,6,17,14,6
29528,56,No,Non-Travel,Human Resources,24,2,Life Sciences,2,Male,2,5,Research Scientist,2,Single,171876,3,No,23,3,2,0,18,1,3,35,2,11,1
29529,53,No,Travel_Frequently,Research & Development,25,3,Marketing,1,Female,1,1,Human Resources,2,Married,190991,5,No,12,3,2,1,31,1,2,1,1,5,3
29530,28,No,Non-Travel,Research & Development,2,4,Human Resources,3,Male,2,2,Manufacturing Director,2,Married,205912,3,Yes,16,3,4,0,26,3,4,3,13,11,8
